Gene,Entrez,Fold change
BPNT1,10380,2.5041947
WNT11,7481,2.5062064
RNFT2,84900,2.5077155
MAD2L1,4085,2.5089039
GNG4,2786,2.5110966
CDKN2C,1031,2.51691
BRI3BP,140707,2.5179635
SLC6A9,6536,2.5399794
RPL39L,116832,2.5435476
FABP5,2171,2.548888
COL11A1,1301,2.5518076
NCS1,23413,2.5716354
FGFR3,2261,2.582277
PAQR4,124222,2.5825933
COL1A1,1277,2.5889373
TAP1,6890,2.5896031
SQLE,6713,2.5922519
LINC01232,102725509,2.5930432
PPFIA4,8497,2.5959155
RAD54B,25788,2.6078192
NUDCD1,84955,2.6279917
DLGAP5,9787,2.6280783
LRRC55,219527,2.6450392
PLCH1,23007,2.6467444
PLOD2,5352,2.6601794
KIAA1524,57650,2.6633297
TK1,7083,2.6701879
ART3,419,2.6901127
ARHGAP11A,9824,2.6977598
SGOL2,151246,2.7072732
ATAD2,29028,2.7100419
DSCC1,79075,2.7204729
HIST2H2AA4,723790,2.7208714
CHAF1B,8208,2.7294171
CENPK,64105,2.7296421
ADAMTS4,9507,2.7381076
CENPM,79019,2.7398541
E2F8,79733,2.7466007
FADS1,3992,2.7569435
KIF11,3832,2.774388
TRIM59,286827,2.7817979
RSAD2,91543,2.791042
EZH2,2146,2.8014055
AURKA,6790,2.8056704
MYBL1,4603,2.8078706
HRASLS,57110,2.8319632
SCD,6319,2.8547824
RAD51AP1,10635,2.8605443
KIF2C,11004,2.8626597
CCNB1,891,2.8642511
MCM4,4173,2.8795459
HIST1H2AJ,8331,2.9067046
FANCI,55215,2.9133061
CHML,1122,2.9208207
ZNF367,195828,2.928716
THBS2,7058,2.9478694
PLK4,10733,2.9511959
GSDMC,56169,2.9697636
RNF182,221687,2.9735643
CCNYL1,151195,2.9872552
CLSPN,63967,2.9914843
VANGL1,81839,2.9936889
ECT2,1894,3.0056509
GPRC5A,9052,3.0284531
PIF1,80119,3.0692007
HMGB3,3149,3.0842107
TROAP,10024,3.1015623
RHBDL2,54933,3.102692
MTHFD1L,25902,3.1069953
HIST1H2BJ,8970,3.1173732
EXO1,9156,3.1409354
MCM10,55388,3.1482484
HIST2H2AB,317772,3.1743432
CENPI,2491,3.2081088
CDCA7,83879,3.224432
PLK1,5347,3.2290455
TMSB15A,11013,3.2337044
CDKN2A,1029,3.2510789
QPCT,25797,3.254054
FAM64A,54478,3.2573406
OIP5,11339,3.2844048
FANCA,2175,3.3083372
CDC25A,993,3.3136308
SOX11,6664,3.3244853
ORC6,23594,3.3594691
CCNA2,890,3.3671367
XG,7499,3.3842638
C1orf186,440712,3.4316317
LRP8,7804,3.4448129
KIF14,9928,3.4497151
HIST1H3B,8358,3.4917717
E2F1,1869,3.4952955
TCAM1P,146771,3.5180434
MMP1,4312,3.5363244
PRC1,9055,3.5507038
IFI27,3429,3.568749
HJURP,55355,3.5935091
CDCA2,157313,3.6366488
SKA3,221150,3.643849
MELK,9833,3.6593909
MB21D1,115004,3.6681165
RDH10,157506,3.7172507
CDK1,983,3.7330244
HMMR-AS1,101927813,3.746023
CDCA8,55143,3.7581463
KIF18A,81930,3.8024544
CDCA5,113130,3.8080574
NUSAP1,51203,3.8197774
SIX1,6495,3.8361367
DNAPTP3///FN1,100507488,3.8934288
ADAMDEC1,27299,3.8942448
TACC3,10460,3.9382
NCAPG,64151,3.9856661
DTL,51514,3.9875034
FADS2,9415,3.9923334
RAD54L,8438,4.0085523
CENPU,79682,4.0117745
NDC80,10403,4.0207032
GJB2,2706,4.0549966
NMU,10874,4.0636985
CXCL9,4283,4.104791
UCHL1,7345,4.1943948
CEP55,55165,4.196684
KIF23,9493,4.2107682
CTHRC1,115908,4.2130166
HORMAD1,84072,4.2879028
KIF20A,10112,4.2896407
SPC24,147841,4.3994239
ANLN,54443,4.4554962
KIF18B,146909,4.4639479
LMNB1,4001,4.4681317
BIRC5,332,4.5160093
GINS1,9837,4.5730506
CDC45,8318,4.6016765
CENPF,1063,4.6040892
FN1,2335,4.632102
TPX2,22974,4.7379997
CENPA,1058,4.755028
NEK2,4751,4.8295826
IQGAP3,128239,4.9125452
TOP2A,7153,4.9270038
CASC5,57082,5.2292227
